Liczba zadañ: 50
Liczba przerw: 5
Czas trwania operacji i przerw: 1-500
Liczba instancji: 20

Wielkoœæ populacji: 200
Wspólczynnik mutacji: 1.0
L. kandydatów do turnieju: 30
L. zwyciêzców turnieju: 75
Wspó³czynnik podzia³u: 0.5
Liczba pokoleñ: 100
24804;17154;30,84
22226;14613;34,25
21220;13905;34,47
22770;14972;34,24
22254;14350;35,51
22419;14957;33,28
23271;15056;35,3
21968;14193;35,39
20865;13776;33,97
22310;15036;32,6
20624;13685;33,64
20597;13182;36,0
20979;13526;35,52
23163;16237;29,9
22792;15085;33,81
21819;14476;33,65
24258;16075;33,73
22222;14929;32,81
21787;13930;36,06
21221;14055;33,76
